"Osso, amor e papagaio","Vera Cruz (http://www.veracruzcinema.com.br)","Grande sucesso da Vera Cruz,  fundada em dezembro de 1949, que produziu e co-produziu mais de 40 longas e alguns documentários. Muitos deles alcançaram prestígio nacional e internacional e fazem parte da História do Cinema Brasileiro.","Os habitantes de Acanguera possuem o hábito de empinar pipa toda tarde. O chefe de polícia, um homem gordo e baixo, que é casado com uma bela mulher também faz isso. Toda tarde, no mesmo horário, ele vai ao campo, onde adultos e crianças estão empinando pipas. Esta é a hora que o único soldado de Acanguera, ""visita"" a esposa do chefe de polícia.",1:30:26,"Carlos Alberto de Souza Barros",1956,"Mario Alimari, Geraldo Ambrósio, José Bucci, Fábio Cardoso, Gilberto Chagas, Antônio Coelho, Renato Consorte, Darcy Coria, Jaime Costa, Elísio de Albuquerque, Nestor Alves de Lima, Jackson De Souza, Modesto De Souza, Ruth de Souza, Maria Dilnah",,,,,,"Drama","longa",,,,"http://www.elocompany.com/elochannels/downloads.php?ID=1","http://www.elocompany.com/elochannels/blog.php?ID=1","http://www.elocompany.com/elochannels/comunidade.php?ID=1","http://www.elocompany.com/elochannels/chat1.php?ID=1",,,"29/junho/09","29/junho/10",,"digital+tradicional",,,,,,,,,,,,,,,,,,,,,"Wilfred","(11) 3237-0062 / 9999-1151","veracruz@veracruzcinema.com.br","ELOAV","Andre / Leandro"
"Painel","Vera Cruz (http://www.veracruzcinema.com.br)","Grande sucesso da Vera Cruz,  fundada em dezembro de 1949, que produziu e co-produziu mais de 40 longas e alguns documentários. Muitos deles alcançaram prestígio nacional e internacional e fazem parte da História do Cinema Brasileiro.","Documentário baseado em um quadro de Candido Portinari intitulado ""Tiradentes"".",0:15:32,"Lima Barreto",1951," ",,,,,,"Documentário","curta","Primeiro prêmio no Punta del Leste International Film Festival.",,,"http://www.elocompany.com/elochannels/downloads.php?ID=1","http://www.elocompany.com/elochannels/blog.php?ID=1","http://www.elocompany.com/elochannels/comunidade.php?ID=1","http://www.elocompany.com/elochannels/chat1.php?ID=1",,,"29/junho/09","29/junho/10",,"digital+tradicional",,,,,,,,,,,,,,,,,,,,,"Wilfred","(11) 3237-0062 / 9999-1151","veracruz@veracruzcinema.com.br","ELOAV","Andre / Leandro"
"Paixão de gaúcho","Vera Cruz (http://www.veracruzcinema.com.br)","Grande sucesso da Vera Cruz,  fundada em dezembro de 1949, que produziu e co-produziu mais de 40 longas e alguns documentários. Muitos deles alcançaram prestígio nacional e internacional e fazem parte da História do Cinema Brasileiro.","A guerra entre Legalistas e Farroupilhas. Chileno, um bravo gaúcho, pede ao pai de Catita, o dono de um bar, para se casar com ela. Lucas, o dono do bar não consegue acreditar e pede que Chileno prove sua coragem.",1:36:42,"Walter G. Durst",1957,"Roberto Alrean, Tito Livio Baccarin, Fernando Baleroni, Ana Cândida, Gilberto Chagas, Paixão Cortes, Lima Duarte, Estanislau Furlan, Biolcati Garibaldi, Hélio Golovaty, Barbosa Lessa.",,,,,,"ação/aventura","longa",,,,"http://www.elocompany.com/elochannels/downloads.php?ID=1","http://www.elocompany.com/elochannels/blog.php?ID=1","http://www.elocompany.com/elochannels/comunidade.php?ID=1","http://www.elocompany.com/elochannels/chat1.php?ID=1",,,"29/junho/09","29/junho/10",,"digital+tradicional",,,,,,,,,,,,,,,,,,,,,"Wilfred","(11) 3237-0062 / 9999-1151","veracruz@veracruzcinema.com.br","ELOAV","Andre / Leandro"
"Passeios no recanto silvestre","Seqüência 1 (http://sequencia1.com.br)","Um comovente filme que revela o amor de um homem pelo seu trabalho e a arte.","José Agrippino de Paula, escritor, cineasta, dramaturgo dos anos 60/70 que hoje reside em Embu (SP), recebe uma câmera super-8 igual à que utilizava em seus filmes. Na expectativa de que filmasse, sua obra é resgatada.",0:15:31,"Miriam Chnaiderman",2006," ",,,,,,"Drama","curta",,,,"http://www.elocompany.com/elochannels/downloads.php?ID=1","http://www.elocompany.com/elochannels/blog.php?ID=1","http://www.elocompany.com/elochannels/comunidade.php?ID=1","http://www.elocompany.com/elochannels/chat1.php?ID=1",,,,"25/junho/13",,"digital+tradicional",,,,,,,,,,,,,,,,,,,,,"Eliana Costa ","(11)3662-5350
8185.2050","elianacosta@sequencia1.com.br","ELOAV","Andre / Leandro"
"Quase dois irmãos","Taiga Filmes (http://www.taigafilmes.com)","O filme conta o processo de criação do Comando Vermelho, que se tornou uma das principais facções criminosas do país. Recebeu o prêmio de melhor filme (júri popular) no Mar del Plata Festival.","Durante a ditadura militar nos anos 70, muitos presos políticos foram encarcerados na penITEMciária de Ilha Grande, no litoral do estado do Rio de Janeiro.",1:41:07,"Lucia Murat",2003,"Caco Ciocler, Flavio Bauraqui, Werner Schünemann, Antônio Pompêo, Maria Flor, Fernando Alves Pinto",,,,,,"drama","longa","""Rio Film Festival 2004: melhor diretor - Lúcia Murat, melhor Ator - Flávio Bauraqui Fipresci Award (International Critics Federation) - melhor filme latino americano; Amazonas film festival 2004: melhor filme; Havana Film Festival 2004: melhor edição, melhor música - Marseille Festival 2005: melhor filme - escolha do público, prêmio especial do júri; Mar Del Plata Festival 2005: melhor filme escolha do público, melhor filme Ibero-americano pelo júri; Paris Brasilian Film Festival 2005: melhor filme escolha do público",,,"http://www.elocompany.com/elochannels/downloads.php?ID=1","http://www.elocompany.com/elochannels/blog.php?ID=1","http://www.elocompany.com/elochannels/comunidade.php?ID=1","http://www.elocompany.com/elochannels/chat1.php?ID=1",,,,"10/julho/12",,"digital+tradicional",,,,,,,,,,,,,,,,,,,,,"Rodrigo Ramos ",,"rodrigo@taigafilmes.com","ELOAV","Andre / Leandro"
"Que bom te ver viva","Taiga Filmes (http://www.taigafilmes.com)","Estrelando a famosa atriz brasileira Irene Ravache. Recebeu diversos prêmios, dentre eles Festival de La Habana (1989): Prêmio Coral; Prêmio Caracol (Associação de Artistas); Melhor filme(OCIC).","Quatro anos após o golpe militar de 1964, todos os direitos civis foram abolidos e a tortura tornou-se uma prática regular no Brasil. Um misto de ficção e documentário, este filme extraordinário é um registro de intensas memórias pessoais e da vontade de sobreviver durante a repressão política.",1:37:23,"Lucia Murat",1989,"Irene Ravache",,,,,,"Drama","longa","Brasília Film Festival (1989): melhor filme (júri oficial); melhor filme (júri popular); melhor filme (críticos); Melhor atriz, Melhor montagem - Festival de La Habana (1989): Prêmio Coral; Prêmio Caracol (Associação de Artistas); melhor filme (OCIC) - Rio International Film Festival (1989): Prêmio especial do júri; menção - OCIC; menção - International critical; Prêmio Samburá menção - CNBB; a melhor atriz - Prêmio Air France; a melhor atriz - Critics Association / SP",,,"http://www.elocompany.com/elochannels/downloads.php?ID=1","http://www.elocompany.com/elochannels/blog.php?ID=1","http://www.elocompany.com/elochannels/comunidade.php?ID=1","http://www.elocompany.com/elochannels/chat1.php?ID=1",,,,"10/julho/12",,"digital+tradicional",,,,,,,,,,,,,,,,,,,,,"Rodrigo Ramos ",,"rodrigo@taigafilmes.com","ELOAV","Andre / Leandro"
"Sai da frente","Vera Cruz (http://www.veracruzcinema.com.br)","Grande sucesso da Vera Cruz. Com Amácio Mazzaropi, Judy Veloso, Nieta Junqueira, A.C. Carvalho.","Recriação de um dia sem sentido na vida suburbana do dono de um velho caminhão. Quando ele se muda de São Paulo para Santos, se vê envolvido em contínuos problemas com burocratas, policiais, motoristas, e até com uma parceira de circo que ele vem sonhando.",1:17:29,"Abílio Pereira de Almeida",1952,"Amácio Mazzaropi, Ludy Veloso, Leila Parisi, A.C. Carvalho, Nieta Junqueira, Solange Rivera, Luiz Calderaro, Vicente Leporace, Luiz Linhares",,,,,,"Comédia","longa",,,,"http://www.elocompany.com/elochannels/downloads.php?ID=1","http://www.elocompany.com/elochannels/blog.php?ID=1","http://www.elocompany.com/elochannels/comunidade.php?ID=1","http://www.elocompany.com/elochannels/chat1.php?ID=1",,,"29/junho/09","29/junho/10",,"digital+tradicional",,,,,,,,,,,,,,,,,,,,,"Wilfred","(11) 3237-0062 / 9999-1151","veracruz@veracruzcinema.com.br","ELOAV","Andre / Leandro"
"Santuário","Vera Cruz (http://www.veracruzcinema.com.br)","Grande sucesso da Vera Cruz,  fundada em dezembro de 1949, que produziu e co-produziu mais de 40 longas e alguns documentários. Muitos deles alcançaram prestígio nacional e internacional e fazem parte da História do Cinema Brasileiro.","Documentário inspirado nos 12 profetas produzidos pelo escultor Aleijadinho, suas esculturas estão localizadas em Congonhas do Campo, Minas Gerais.",0:18:35,"Lima Barreto",1951," ",,,,,,"Documentário","curta","Governador do Estado Award, Primeiro prêmio no Art Films Section of the Venice Festival",,,"http://www.elocompany.com/elochannels/downloads.php?ID=1","http://www.elocompany.com/elochannels/blog.php?ID=1","http://www.elocompany.com/elochannels/comunidade.php?ID=1","http://www.elocompany.com/elochannels/chat1.php?ID=1",,,"29/junho/09","29/junho/10",,"digital+tradicional",,,,,,,,,,,,,,,,,,,,,"Wilfred","(11) 3237-0062 / 9999-1151","veracruz@veracruzcinema.com.br","ELOAV","Andre / Leandro"
"São Paulo em festa","Vera Cruz (http://www.veracruzcinema.com.br)","Grande sucesso da Vera Cruz,  fundada em dezembro de 1949, que produziu e co-produziu mais de 40 longas e alguns documentários. Muitos deles alcançaram prestígio nacional e internacional e fazem parte da História do Cinema Brasileiro.","Documentário sobre a celebração dos 400 anos de aniversário da cidade de São Paulo.",0:50:46,"Luciano Salce",1954," ",,,,,,"Documentário","média","Melhor roteiro, melhor fotografia, melhor direção de arteno SACI Award, Melhor atriz no Governador do Estado de São Paulo Award",,,"http://www.elocompany.com/elochannels/downloads.php?ID=1","http://www.elocompany.com/elochannels/blog.php?ID=1","http://www.elocompany.com/elochannels/comunidade.php?ID=1","http://www.elocompany.com/elochannels/chat1.php?ID=1",,,"29/junho/09","29/junho/10",,"digital+tradicional",,,,,,,,,,,,,,,,,,,,,"Wilfred","(11) 3237-0062 / 9999-1151","veracruz@veracruzcinema.com.br","ELOAV","Andre / Leandro"
"Sinhá Moça","Vera Cruz (http://www.veracruzcinema.com.br)","Grande sucesso da Vera Cruz,  fundada em dezembro de 1949, que produziu e co-produziu mais de 40 longas e alguns documentários. Muitos deles alcançaram prestígio nacional e internacional e fazem parte da História do Cinema Brasileiro.","Sinhá Moça, a filha de um fazendeiro dono de vários escravos, rebela-se contra seu pai. Ela luta pela causa dos escravos, que finalmente entram em uma luta sangrenta contra seus torturadores. ",0:58:18,"Tom Payne",1953,"Anselmo Duarte, Eliane Lage, Ruth de Souza, Ricardo Campos, Henricão",,,,,,"Drama","longa","Melhor roteiro, melhor fotografia, melhor direção de arteno SACI Award, Melhor atriz no Governador do Estado de São Paulo Award",,,"http://www.elocompany.com/elochannels/downloads.php?ID=1","http://www.elocompany.com/elochannels/blog.php?ID=1","http://www.elocompany.com/elochannels/comunidade.php?ID=1","http://www.elocompany.com/elochannels/chat1.php?ID=1",,,"29/junho/09","29/junho/10",,"digital+tradicional",,,,,,,,,,,,,,,,,,,,,"Wilfred","(11) 3237-0062 / 9999-1151","veracruz@veracruzcinema.com.br","ELOAV","Andre / Leandro"
"Vida de menina","Radiante Filmes (http://www.radiantefilmes.com)","Longa-metragem ganhador dos prêmios de Júri Popular, Melhor Direção de Arte, Melhor Trilha Sonora, Melhor Filme e Melhor Roteiro no Festival Internacional de Cinema de Gramado. Estrelando Ludmila Dayer e Daniela Escobar.","Baseado num autêntico jornal do século XIX, Diário de uma garota provinciana é a estória de uma adolescente rebelde e sonhadora crescendo numa pequena cidade mineradora do Brasil.",1:41:42,"Helena Solberg",2004,"Ludmila Dayer, Daniela Escobar, Dalton Vigh, Maria Sá, Camilo Beviláqua, Lígia Cortez, Leonor Gottlieb, Benjamim Abras",,,,,,"Drama","longa","Prêmio da audiência, Melhor direção de arte, Melhor cinematografia, Melhor filme, melhor música, melhor roteiro - Gramado International Film Festival.",,,"http://www.elocompany.com/elochannels/downloads.php?ID=1","http://www.elocompany.com/elochannels/blog.php?ID=1","http://www.elocompany.com/elochannels/comunidade.php?ID=1","http://www.elocompany.com/elochannels/chat1.php?ID=1",,,,"29/fevereiro/12",,"digital+tradicional",,,,,,,,,,,,,,,,,,,,,,,,"ELOAV","Andre / Leandro"
"Vox urbe","Vídeo Cubo (http://www.videocubo.com.br)","A pluralidade da maior cidade da América do Sul vista através de suas muitas cores, vozes e idéias.","No Centro da Cidade de São Paulo várias pessoas falam o que querem para a câmera. Muitas vozes, muitas idéias, da política ao futebol. Eis a pluralidade de quem faz a maior cidade da América do Sul.",0:01:15,"Victor Reis",," ",,,,,,"Documentário","curta",,,,"http://www.elocompany.com/elochannels/downloads.php?ID=1","http://www.elocompany.com/elochannels/blog.php?ID=1","http://www.elocompany.com/elochannels/comunidade.php?ID=1","http://www.elocompany.com/elochannels/chat1.php?ID=1",,,,,,"adquirido",100%,,,,,,,,,,,,,,,,,,,,,,,,"Andre / Leandro"
"Identidade B","Daron Cine Video",,"Uma referência à paixão e culto do brasileiro pelo corpo feminino, o filme mostra a crise paranóica de um homem que, ao acordar, acredita que a companheira, ao seu lado na cama, morrera. Pior, perdera seu bem mais precioso, o ""traseiro"". 
Este revela ter identidade própria, em permanente conflito e competição com sua “dona”, causando grande confusão na mente do agora suposto viúvo.",0:07:00,"Ronaldo German",2006,,,,,,,"Comédia","curta",,,,"http://www.elocompany.com/elochannels/downloads.php?ID=1","http://www.elocompany.com/elochannels/blog.php?ID=1","http://www.elocompany.com/elochannels/comunidade.php?ID=1","http://www.elocompany.com/elochannels/chat1.php?ID=1",,,,"22/novembro/12",,"digital+tradicional",50%,,,,,,,,,,,,,,,,,,"EloCinemaLatino/2009/august/daron/Identidade B",,"Ronaldo ",,"rg5.0@hotmail.com","ELOAV / Leandro","Andre / Leandro"
"Sem Mais Delongas",,,"Fria noite de outono. Michel é assombrado por uma misteriosa força abstrata. Não sabe se sonha, ou se está drogado como nunca. Em uma cidade fantasma, seus poucos amigos são todos desmiolados.",0:19:00,"Frederico Ruas",2006,,,,,,,"Comédia","curta",,,,"http://www.elocompany.com/elochannels/downloads.php?ID=1","http://www.elocompany.com/elochannels/blog.php?ID=1","http://www.elocompany.com/elochannels/comunidade.php?ID=1","http://www.elocompany.com/elochannels/chat1.php?ID=1",,,,"7/agosto/13",,"digital+tradicional",50%,,,,,,,,,,,,,,,,,,"EloCinemaLatino/2009/august/Frederico Ruas/sem mais delongas",,"Frederico Ruas",,"madeinpoa@yahoo.com","ELOAV / Leandro","Andre / Leandro"
"Reisado Miudim","Iluminura Filmes (www.iluminurafilmes.com.br)",,"Mateus e Bruno são dois primos que moram na casa dos avós. O sonho de Mateus é brincar no reisado. No dia da apresentação, o mestre Aldenir, que está fazendo um pequeno capacete de papelão, pede a Mateus que vá acompanhado de Bruno, até a feira para comprar fitas para as roupas. Na feira, Bruno insiste para que Mateus use o dinheiro para comprar brinquedos. Mateus resiste e os dois brigam e se separam. Voltando para casa, Mateus recebe do seu avô um lindo capacete de guerreiro do reisado. ",0:13:00,"Petrus Cariry",2005,"Mestre Aldenir, Isabel Maria, Weider da Silva e Jefferson de Lima.",,,,,,"infantil/família","curta","Prêmio de Melhor vídeo - Festival de vídeo de São Carlos 2008; Prêmio de Melhor Ficção - III Festival de Cinema Ambiental de Pacoti; Prêmio BNB de Melhor Curta Nordeste - 35ª Jornada Internacional de Cinema da Bahia; Prêmio de 2º Lugar - Festival de Vídeo de Votorantim 2008; Prêmio de 3º Lugar - CINEMADA 2008 (Natal)",,,"http://www.elocompany.com/elochannels/downloads.php?ID=1","http://www.elocompany.com/elochannels/blog.php?ID=1","http://www.elocompany.com/elochannels/comunidade.php?ID=1","http://www.elocompany.com/elochannels/chat1.php?ID=1",,,,"4/fevereiro/14",,"digital+tradicional",50%,,,,,,,,,,,,,,,,,,"EloCinemaLatino/2009/august/iluminura/reisado miudim",,"Petrus",,"iluminurafilmes@uol.com.br","ELOAV / Leandro","Andre / Leandro"
"Uma Jangada Chamada Bruna","Iluminura Filmes (www.iluminurafilmes.com.br)",,"Em uma vila de pescadores, duas crianças descobrem o primeiro amor. ",0:13:00,"Petrus Cariry",2008,"Denis Rodrigues, Magaly Alves.",,,,,,"Romance/Drama","curta","Melhor Vídeo - Cine Amazônia 2004
Melhor Curta - Jornada Internacional de Cinema da Bahia 2004
Menção Honrosa - Festival Latino-Americano Cinesul 2004",,,"http://www.elocompany.com/elochannels/downloads.php?ID=1","http://www.elocompany.com/elochannels/blog.php?ID=1","http://www.elocompany.com/elochannels/comunidade.php?ID=1","http://www.elocompany.com/elochannels/chat1.php?ID=1",,,,"4/fevereiro/14",,"digital+tradicional",50%,,,,,,,,,,,,,,,,,,"EloCinemaLatino/2009/august/iluminura/uma jangada chamada bruna",,"Petrus",,"iluminurafilmes@uol.com.br","ELOAV / Leandro","Andre / Leandro"
"Caixa de botões","Demeter Films (www.demeterfilms.com)","Gothan Film festival NYC, 3 edição do festival Internacional de Cinema de Punta del Este, 9o Festival de Cinema Judaico de São Paulo","Caixa de Botões retrata a difícil adolescencia de Yael, que é a primeira                                                                                                                                                                                                                                                                                                                    Brasileira de uma familia Judaica-Americana que se mudou para o Brasil. Yael, que esta sendo criada por sua mãe divorciada, tenta                                                                                                                                                                                          obter controle de sua vida tornando-se rebelde.O relacionamento dela com sua mãe, ficou tão distante quanto o contato com a realidade de Yael sobre a vida.                                                                                                                                                                                                                                     Só com a morte repentina de sua avó, que Yael e sua mãe, entendem a importancia da fimília, amor e perdão.",0:15:00,"Natasha Mehler Bogmann",2005,"Jamee Vance, Renata Batista, Deborah Balardini, Claire Karpen, Margarita Zhitnikova and Joana Jardim",,,,,,"Comédia","curta","Melhor curta metragem do Festival Internacional de Punta Del Este.",,,"http://www.elocompany.com/elochannels/downloads.php?ID=1","http://www.elocompany.com/elochannels/blog.php?ID=1","http://www.elocompany.com/elochannels/comunidade.php?ID=1","http://www.elocompany.com/elochannels/chat1.php?ID=1",,,,"6/novembro/12",,"digital+tradicional",50%,,,,,,,,,,,,,,,,,,,,"Mel Kinker ",,"melkinker@gmail.com","ELOAV / Leandro","Andre / Leandro"
"Daddy's Little Girl","Demeter Films (www.demeterfilms.com)","11 Festival Internacional de Curtas de São Paulo, Programa Zoom Tv Cultura, Clermont Ferrand Film festival","Mary cresce sofrendo sucessivas decepções com seu pai, mas consegue sair do papel de garotinha do papai para se tornar uma mulher forte e independente.
",0:08:00,"Natasha Mehler Bogmann",2000,"Kyana Barbosa, Victoria Brink, Megan Brown, Shanon Martin, James Kelton and Jamee Vance",,,,,,"Drama","curta",,,,"http://www.elocompany.com/elochannels/downloads.php?ID=1","http://www.elocompany.com/elochannels/blog.php?ID=1","http://www.elocompany.com/elochannels/comunidade.php?ID=1","http://www.elocompany.com/elochannels/chat1.php?ID=1",,,,"6/novembro/12",,"digital+tradicional",50%,,,,,,,,,,,,,,,,,,,,"Mel Kinker ",,"melkinker@gmail.com","ELOAV / Leandro","Andre / Leandro"
"Naturezas Mortas","Penna Filho Produções (www.pennafilho.com)","Mineração carbonífera; doença pulmonar denominada pneumoconiose; devastação ambiental.","""Naturezas Mortas"" acompanha a trajetória de um trabalhador de subsolo, mostrando sua degradação física, o envelhecimento precoce, a contaminação pela pneumoconiose - doença incurável para quem se expõe à poeira de carvão. Paralelamente, revela a degradação ambiental motivada pela mineração no subsolo e a céu aberto.",0:15:41,"Penna Filho",1995,,,,,,,"Documentário","curta","III Concurso Resgate do Cinema Brasileiro (MinC/SDAV)
Júri Popular do 23º Festival de Gramado
Troféu Margarida de Prata
Melhor Documentário Internacional do FICA - Festival Internacional de Cinema do Algarve, Portugal",,,"http://www.elocompany.com/elochannels/downloads.php?ID=1","http://www.elocompany.com/elochannels/blog.php?ID=1","http://www.elocompany.com/elochannels/comunidade.php?ID=1","http://www.elocompany.com/elochannels/chat1.php?ID=1",,,,"3/julho/14",,"digital",50%,,,,,,,,,,,,,,,,"VIDEOS MASTER/elo/2009/outubro/cinema/penna filho/COLETANEA",,"EloCinemaLatino/2009/august/penna filho/NATUREZAS MORTAS",,"PENNA FILHO ","(48) 3206-1230","pennafilho@hotmail.com","Leandro","Andre / Leandro"
"Victor Meirelles - Quadro da História","Penna Filho Produções (www.pennafilho.com)","Pintura histórica, destacando os quadros ""Primeira Missa no Brasil""(Descobrimento), ""Batalha de Guararapes""(Invasão holandesa) e ""Combate Naval do Riachuelo"" (Guerra do Paraguai).","Repórter de televisão prepara matéria sobre Victor Meirelles, pintor do Brasil Império. Uma ""viagem"" que transita entre momentos da vida do pintor e o cotidiano cultural de hoje.",0:23:47,"Penna Filho",1996,,,,,,,"Documentário","curta","Seleção no Cinevídeo de Vitória

Seleção de Brasília (1996)
Seleção Gramado (1996)
",,,"http://www.elocompany.com/elochannels/downloads.php?ID=1","http://www.elocompany.com/elochannels/blog.php?ID=1","http://www.elocompany.com/elochannels/comunidade.php?ID=1","http://www.elocompany.com/elochannels/chat1.php?ID=1",,,,"3/julho/14",,"digital",50%,,,,,,,,,,,,,,,,"VIDEOS MASTER/elo/2009/outubro/cinema/penna filho/COLETANEA",,,,"PENNA FILHO ","(48) 3206-1230","pennafilho@hotmail.com","Leandro","Andre / Leandro"
"Fendô - Tributo a Uma Guerreira","Penna Filho Produções (www.pennafilho.com)","Índios kaigang em Santa Catarina; conflito de terras; meio-ambiente; vivência, através de hábitos.","A centenária índia Kaigang Féndô, ainda exercendo atividades (na lavoura, em casa, com artesanato etc.), critica a agressão e a exploração sofridas pelo seu povo. Através dela, o documentário resgata a sua participação na luta pela recuperação das terras da comunidade do Toldo Chimbangue, de Chapecó, 
Santa Catarina.",0:25:15,"Penna Filho",2000,,,,,,,"Documentário","curta","Melhor Vídeo Educativo no Festival de Cinema e vídeo Terra em Foco

Menção Honrosa no 7º CineEco da Serra da Estrela em Portugal
",,,"http://www.elocompany.com/elochannels/downloads.php?ID=1","http://www.elocompany.com/elochannels/blog.php?ID=1","http://www.elocompany.com/elochannels/comunidade.php?ID=1","http://www.elocompany.com/elochannels/chat1.php?ID=1",,,,"3/julho/14",,"digital",50%,,,,,,,,,,,,,,,,"VIDEOS MASTER/elo/2009/outubro/cinema/penna filho/COLETANEA",,"EloCinemaLatino/2009/august/penna filho/FENDO",,"PENNA FILHO ","(48) 3206-1230","pennafilho@hotmail.com","Leandro","Andre / Leandro"
"Alma Açoriana","Penna Filho Produções (www.pennafilho.com)","Vestígios da memória dos açorianos, colonizadores de Desterro, atual Florianópolis, e litoral catarinense; defesa do território brasileiro; costumes; os pescadores, as rendeiras, a polêmica ""farra do boi""","Vestígios da memória e da cultura dos açorianos em Florianópolis, através dos pescadores e rendeiras, legítimos representantes dos colonizadores açorianos da capital e do litoral de Santa Catarina.",0:50:19,"Penna Filho",2001,,,,,,,"Documentário","média","Seleção no Cinevídeo de Vitória

Seleção no CineEco da Serra da Estrela em Portugal",,,"http://www.elocompany.com/elochannels/downloads.php?ID=1","http://www.elocompany.com/elochannels/blog.php?ID=1","http://www.elocompany.com/elochannels/comunidade.php?ID=1","http://www.elocompany.com/elochannels/chat1.php?ID=1",,,,"3/julho/14",,"digital",50%,,,,,,,,,,,,,,,,"VIDEOS MASTER/elo/2009/outubro/cinema/penna filho/ALMA ACORIANA",,"EloCinemaLatino/2009/august/penna filho/ALMA ACORIANA",,"PENNA FILHO ","(48) 3206-1230","pennafilho@hotmail.com","Leandro","Andre / Leandro"
"DIB","Antenna (www.antenna.com.br)","Sobre o Fotógrafo Dib Lutfi","Média metragem sobre um dos diretores de fotografia mais influentes do Brasil.",0:43:28,,,,,,,,,"Documentário","média",,,,"http://www.elocompany.com/elochannels/downloads.php?ID=1","http://www.elocompany.com/elochannels/blog.php?ID=1","http://www.elocompany.com/elochannels/comunidade.php?ID=1","http://www.elocompany.com/elochannels/chat1.php?ID=1",,,,"15/junho/14",,"digital",50%,,,,,,,,,,,,,,,,"VIDEOS MASTER/elo/2009/outubro/cinema/ANTENNA/DIB",,"EloCinemaLatino/2009/august/antenna/dib",,"Marcia","(21) 2554-6637 / 7811-8006","marcia@antenna.com.br","Daniela","Andre / Leandro"
"Floreado de Repique","homemadefilms (http://www.homemadefilms.com.br)",,"Os territórios sonoros do Rio de Janeiro durante o carnaval. A mistura do samba com o hip-hop.",0:21:00,"Gabi Greeb",1999,,,,,,,"Documentário","curta",,,,"http://www.elocompany.com/elochannels/downloads.php?ID=1","http://www.elocompany.com/elochannels/blog.php?ID=1","http://www.elocompany.com/elochannels/comunidade.php?ID=1","http://www.elocompany.com/elochannels/chat1.php?ID=1",,,,"4/novembro/13",,"digital+tradicional",50%,,,,,,,,,,,,,,,,,,"EloCinemaLatino/2009/august/homemade/floreados do repique",,"gabriela greeb ",,"ggreeb@homemadefilms.com.br","ELOAV / Leandro","Andre / Leandro"
"Cidade Subjetiva","homemadefilms (http://www.homemadefilms.com.br)",,"Evento de 160 psicodramas públicos realizados em São Paulo, ao mesmo tempo, com o tema 'Ética é Cidadania'.",0:26:00,"Gabi Greeb",2003,,,,,,,"Documentário","curta",,,,"http://www.elocompany.com/elochannels/downloads.php?ID=1","http://www.elocompany.com/elochannels/blog.php?ID=1","http://www.elocompany.com/elochannels/comunidade.php?ID=1","http://www.elocompany.com/elochannels/chat1.php?ID=1",,,,"4/novembro/13",,"digital+tradicional",50%,,,,,,,,,,,,,,,,,,"EloCinemaLatino/2009/august/homemade/cidade subjetiva",,"gabriela greeb ",,"ggreeb@homemadefilms.com.br","ELOAV / Leandro","Andre / Leandro"
"A Ilusão","homemadefilms (http://www.homemadefilms.com.br)",,"Um pintor se apaixona pela mulher-imagem dos seus sonhos.",0:02:27,"Gabi Greeb",1997,,,,,,,"ficção","curta",,,,"http://www.elocompany.com/elochannels/downloads.php?ID=1","http://www.elocompany.com/elochannels/blog.php?ID=1","http://www.elocompany.com/elochannels/comunidade.php?ID=1","http://www.elocompany.com/elochannels/chat1.php?ID=1",,,,"4/novembro/13",,"digital+tradicional",50%,,,,,,,,,,,,,,,,,,"EloCinemaLatino/2009/august/homemade/a ilusao",,"gabriela greeb ",,"ggreeb@homemadefilms.com.br","ELOAV / Leandro","Andre / Leandro"
"A ruptura","homemadefilms (http://www.homemadefilms.com.br)",,"Um casal tenta romper a barreira que os separa.",0:03:50,"Gabi Greeb",1999,,,,,,,"ficção","curta",,,,"http://www.elocompany.com/elochannels/downloads.php?ID=1","http://www.elocompany.com/elochannels/blog.php?ID=1","http://www.elocompany.com/elochannels/comunidade.php?ID=1","http://www.elocompany.com/elochannels/chat1.php?ID=1",,,,"4/novembro/13",,"digital+tradicional",50%,,,,,,,,,,,,,,,,,,"EloCinemaLatino/2009/august/homemade/a ruptura",,"gabriela greeb ",,"ggreeb@homemadefilms.com.br","ELOAV / Leandro","Andre / Leandro"
"O beijo","homemadefilms (http://www.homemadefilms.com.br)",,"O impulso de um primeiro beijo.",0:01:30,"Gabi Greeb",1996,,,,,,,"ficção","curta",,,,"http://www.elocompany.com/elochannels/downloads.php?ID=1","http://www.elocompany.com/elochannels/blog.php?ID=1","http://www.elocompany.com/elochannels/comunidade.php?ID=1","http://www.elocompany.com/elochannels/chat1.php?ID=1",,,,"4/novembro/13",,"digital+tradicional",50%,,,,,,,,,,,,,,,,,,"EloCinemaLatino/2009/august/homemade/o beijo",,"gabriela greeb ",,"ggreeb@homemadefilms.com.br","ELOAV / Leandro","Andre / Leandro"
